Country,Year,Complaints,Losses,Continent,Nation_Wealth,West_or_East,Pandemic_Era,Is_Leap_Year
Turkey,2020,28232,259185589,Asia,Upper-Middle Income,Eastern,Post-Pandemic,True
Turkey,2021,30367,392571792,Asia,Upper-Middle Income,Eastern,Post-Pandemic,False
Turkey,2022,34165,626586973,Asia,Upper-Middle Income,Eastern,Post-Pandemic,False
Turkey,2023,32269,761641603,Asia,Upper-Middle Income,Eastern,Post-Pandemic,False
Turkey,2024,37909,901844914,Asia,Upper-Middle Income,Eastern,Post-Pandemic,True
UK,2019,182883,1342411802,Europe,High Income,Western,Pre-Pandemic,False
UK,2020,427367,1590816673,Europe,High Income,Western,Post-Pandemic,True
UK,2021,357679,2740678986,Europe,High Income,Western,Post-Pandemic,False
UK,2022,338939,5037818889,Europe,High Income,Western,Post-Pandemic,False
UK,2023,378554,3906023589,Europe,High Income,Western,Post-Pandemic,False
UK,2024,481671,6379113995,Europe,High Income,Western,Post-Pandemic,True
USA,2019,428355,3302744547,North America,High Income,Western,Pre-Pandemic,False
USA,2020,796395,3906715208,North America,High Income,Western,Post-Pandemic,True
USA,2021,829571,6466618579,North America,High Income,Western,Post-Pandemic,False
USA,2022,769205,10304392551,North America,High Income,Western,Post-Pandemic,False
USA,2023,876894,11916782073,North America,High Income,Western,Post-Pandemic,False
USA,2024,946966,14457011740,North America,High Income,Western,Post-Pandemic,True
Uganda,2019,482,3896487,Africa,Low Income,Other/Unknown,Pre-Pandemic,False
Uganda,2020,1164,4550806,Africa,Low Income,Other/Unknown,Post-Pandemic,True
Uganda,2021,1058,6096969,Africa,Low Income,Other/Unknown,Post-Pandemic,False
Uganda,2022,987,10859684,Africa,Low Income,Other/Unknown,Post-Pandemic,False
Uganda,2023,1300,17084728,Africa,Low Income,Other/Unknown,Post-Pandemic,False
Uganda,2024,1188,15809008,Africa,Low Income,Other/Unknown,Post-Pandemic,True
Ukraine,2019,65629,1290652585,Europe,Lower-Middle Income,Other/Unknown,Pre-Pandemic,False
Ukraine,2020,102244,1449674414,Europe,Lower-Middle Income,Other/Unknown,Post-Pandemic,True
Ukraine,2021,110254,2590458387,Europe,Lower-Middle Income,Other/Unknown,Post-Pandemic,False
Ukraine,2022,111410,3585569523,Europe,Lower-Middle Income,Other/Unknown,Post-Pandemic,False
Ukraine,2023,117532,4171982394,Europe,Lower-Middle Income,Other/Unknown,Post-Pandemic,False
Ukraine,2024,160414,5161336915,Europe,Lower-Middle Income,Other/Unknown,Post-Pandemic,True
United Arab Emirates,2019,5503,48101706,Asia,Other/Unknown,Other/Unknown,Pre-Pandemic,False
United Arab Emirates,2020,7390,81178182,Asia,Other/Unknown,Other/Unknown,Post-Pandemic,True
United Arab Emirates,2021,10164,131934602,Asia,Other/Unknown,Other/Unknown,Post-Pandemic,False
United Arab Emirates,2022,10042,187062157,Asia,Other/Unknown,Other/Unknown,Post-Pandemic,False
United Arab Emirates,2023,11034,244238485,Asia,Other/Unknown,Other/Unknown,Post-Pandemic,False
United Arab Emirates,2024,12071,280815215,Asia,Other/Unknown,Other/Unknown,Post-Pandemic,True
Uzbekistan,2019,731,10115233,Asia,Lower-Middle Income,Other/Unknown,Pre-Pandemic,False
Uzbekistan,2020,1305,11920427,Asia,Lower-Middle Income,Other/Unknown,Post-Pandemic,True
Uzbekistan,2021,1459,21396751,Asia,Lower-Middle Income,Other/Unknown,Post-Pandemic,False
Uzbekistan,2022,1487,30686669,Asia,Lower-Middle Income,Other/Unknown,Post-Pandemic,False
Uzbekistan,2023,1414,31812459,Asia,Lower-Middle Income,Other/Unknown,Post-Pandemic,False
Uzbekistan,2024,2014,52122352,Asia,Lower-Middle Income,Other/Unknown,Post-Pandemic,True
Venezuela,2019,7541,79397063,South America,Other/Unknown,Other/Unknown,Pre-Pandemic,False
Venezuela,2020,11980,113825151,South America,Other/Unknown,Other/Unknown,Post-Pandemic,True
Venezuela,2021,16529,168584712,South America,Other/Unknown,Other/Unknown,Post-Pandemic,False
Venezuela,2022,17147,178891015,South America,Other/Unknown,Other/Unknown,Post-Pandemic,False
Venezuela,2023,11897,306878450,South America,Other/Unknown,Other/Unknown,Post-Pandemic,False
Venezuela,2024,20795,361746565,South America,Other/Unknown,Other/Unknown,Post-Pandemic,True
Vietnam,2019,21505,381138510,Asia,Lower-Middle Income,Eastern,Pre-Pandemic,False
Vietnam,2020,53039,388987922,Asia,Lower-Middle Income,Eastern,Post-Pandemic,True
Vietnam,2021,40567,624738922,Asia,Lower-Middle Income,Eastern,Post-Pandemic,False
Vietnam,2022,36128,971673882,Asia,Lower-Middle Income,Eastern,Post-Pandemic,False
Vietnam,2023,51411,1166933394,Asia,Lower-Middle Income,Eastern,Post-Pandemic,False
Vietnam,2024,50706,1427085868,Asia,Lower-Middle Income,Eastern,Post-Pandemic,True
Yemen,2019,216,2714177,Asia,Low Income,Other/Unknown,Pre-Pandemic,False
Yemen,2020,362,2673181,Asia,Low Income,Other/Unknown,Post-Pandemic,True
Yemen,2021,391,6237592,Asia,Low Income,Other/Unknown,Post-Pandemic,False
Yemen,2022,482,9797841,Asia,Low Income,Other/Unknown,Post-Pandemic,False
Yemen,2023,400,9470640,Asia,Low Income,Other/Unknown,Post-Pandemic,False
Yemen,2024,330,9792860,Asia,Low Income,Other/Unknown,Post-Pandemic,True
Zimbabwe,2019,499,2509401,Africa,Low Income,Other/Unknown,Pre-Pandemic,False
Zimbabwe,2020,722,5065509,Africa,Low Income,Other/Unknown,Post-Pandemic,True
Zimbabwe,2021,775,6764235,Africa,Low Income,Other/Unknown,Post-Pandemic,False
Zimbabwe,2022,729,10101328,Africa,Low Income,Other/Unknown,Post-Pandemic,False
Zimbabwe,2023,688,9698258,Africa,Low Income,Other/Unknown,Post-Pandemic,False
Zimbabwe,2024,744,14344326,Africa,Low Income,Other/Unknown,Post-Pandemic,True
